,angles,backend,distribution,energy,graph,iterations,max-cut objective,noise,optimizer,p,solution,solution objective,time
0,[0.15299487 0.51033639 1.64203763 3.51860227 5.36427507 2.80507002],qasm_simulator,"{'00100': 568, '01101': 544, '10101': 584, '01011': 536, '10001': 552, '00010': 1, '10011': 518, '11010': 501, '11011': 609, '10000': 1, '00110': 580, '00101': 571, '00000': 3, '01001': 588, '11110': 1, '01111': 3, '11001': 513, '00111': 7, '11000': 10, '11101': 1, '10010': 549, '01100': 515, '11111': 5, '11100': 8, '01010': 554, '10100': 519, '10110': 579, '01110': 575, '00011': 5}",-0.994,butterfly,1003.0,-3.9939999999999998,no,NELDER_MEAD,3.0,[0 0 1 0 0],4.0,76.65111017227173
1,[1.19110934 1.68180649 0.08540151 1.56414326 4.80913255 3.7940562 ],qasm_simulator,"{'01000': 5, '00100': 119, '01101': 379, '10011': 600, '11011': 138, '10000': 1, '00110': 608, '00101': 644, '01111': 1, '00111': 412, '11000': 376, '11101': 3, '01100': 631, '11111': 28, '00001': 4, '10110': 353, '10111': 2, '10101': 381, '01011': 610, '10001': 362, '00010': 2, '11010': 654, '00000': 43, '01001': 398, '11110': 8, '11001': 627, '10010': 383, '11100': 364, '01010': 402, '10100': 643, '01110': 402, '00011': 417}",-0.6679999999999999,butterfly,1005.0,-3.668,no,NELDER_MEAD,3.0,[1 0 1 0 0],4.0,77.60724353790283
2,[0.31729063 0.44821917 1.78036039 2.9993444  8.66577976 5.98822901],qasm_simulator,"{'00100': 612, '01101': 549, '10101': 579, '01011': 502, '10001': 588, '00010': 1, '10011': 528, '11010': 532, '11011': 592, '00110': 513, '00101': 529, '00000': 5, '01001': 570, '11001': 532, '11000': 2, '00111': 3, '10010': 571, '01100': 531, '11111': 13, '11100': 3, '01010': 557, '10100': 558, '10110': 578, '01110': 547, '00011': 5}",-0.9925999999999999,butterfly,1000.0,-3.9926,no,NELDER_MEAD,3.0,[1 1 0 1 1],4.0,76.9104437828064
3,[0.02421946 0.91129553 2.01402989 2.21888782 5.50529349 2.92857809],qasm_simulator,"{'00100': 610, '01101': 551, '10101': 570, '01011': 537, '10001': 598, '10011': 519, '11010': 511, '11011': 587, '00110': 514, '00101': 530, '00000': 18, '01001': 526, '11001': 516, '00111': 14, '11000': 18, '10010': 544, '01100': 491, '11111': 18, '11100': 18, '01010': 603, '10100': 543, '10110': 546, '01110': 602, '00011': 16}",-0.9808,butterfly,1004.0,-3.9808,no,NELDER_MEAD,3.0,[1 1 0 1 1],4.0,75.40724730491638
4,[0.90361797 1.01856873 0.90503841 5.11360478 4.10549853 2.31530949],qasm_simulator,"{'01000': 3, '00100': 515, '01101': 585, '10011': 528, '11011': 503, '10000': 4, '00110': 515, '00101': 496, '01111': 3, '00111': 28, '11000': 13, '11101': 12, '01100': 542, '00001': 9, '11111': 6, '10110': 614, '10111': 7, '10101': 593, '01011': 518, '10001': 579, '00010': 4, '11010': 553, '00000': 7, '01001': 568, '11110': 10, '11001': 542, '10010': 579, '11100': 17, '01010': 582, '10100': 497, '01110': 553, '00011': 15}",-0.9762000000000001,butterfly,1004.0,-3.9762,no,NELDER_MEAD,3.0,[1 0 0 1 0],4.0,77.68479537963867
5,[1.12693251 1.45971944 2.42259156 3.52352047 2.66580528 3.88073809],qasm_simulator,"{'01000': 1, '00100': 83, '01101': 722, '10101': 740, '01011': 470, '10001': 829, '10011': 441, '11010': 477, '11011': 98, '00110': 450, '00101': 449, '00000': 44, '01001': 762, '01111': 1, '11001': 457, '00111': 2, '11000': 7, '10010': 757, '01100': 448, '11111': 40, '11100': 1, '01010': 738, '10100': 455, '10110': 795, '01110': 730, '00011': 3}",-0.9772000000000001,butterfly,1002.0,-3.9772,no,NELDER_MEAD,3.0,[0 1 1 1 0],4.0,75.74318957328796
6,[0.27343152 2.99170603 2.89453134 0.39848192 3.64212791 7.26650306],qasm_simulator,"{'01000': 90, '00100': 628, '01101': 152, '10011': 765, '11011': 634, '10000': 78, '00110': 755, '00101': 683, '01111': 98, '11000': 227, '00111': 208, '11101': 76, '01100': 758, '00001': 79, '11111': 21, '10110': 137, '10111': 96, '10101': 140, '01011': 735, '10001': 162, '00010': 74, '11010': 742, '00000': 39, '01001': 150, '11110': 79, '11001': 762, '10010': 145, '11100': 191, '01010': 153, '10100': 795, '01110': 134, '00011': 214}",-0.6875999999999999,butterfly,1000.0,-3.6875999999999998,no,NELDER_MEAD,3.0,[1 1 0 1 0],4.0,77.2565507888794
7,[0.94450827 0.16969218 3.98748017 5.51655642 0.46686357 0.43098066],qasm_simulator,"{'10111': 3, '00100': 475, '01101': 560, '10101': 560, '01011': 572, '10001': 504, '00010': 6, '10011': 531, '11010': 566, '11011': 492, '10000': 4, '00110': 586, '00101': 574, '00000': 6, '01001': 560, '11110': 3, '01111': 2, '11001': 554, '11000': 26, '00111': 27, '11101': 3, '01100': 599, '10010': 560, '11111': 7, '11100': 16, '01010': 548, '10100': 544, '00001': 1, '10110': 554, '01110': 529, '00011': 28}",-0.979,butterfly,1000.0,-3.979,no,NELDER_MEAD,3.0,[1 1 0 0 1],4.0,78.07278609275818
8,[1.64973167 0.0142627  1.60046605 4.05211457 1.62848394 0.21031706],qasm_simulator,"{'10111': 1, '01000': 1, '00100': 286, '01101': 582, '10101': 612, '01011': 573, '10001': 552, '10011': 546, '11010': 512, '11011': 228, '10000': 1, '00110': 561, '00101': 532, '00000': 153, '01001': 553, '11110': 1, '11001': 536, '00111': 47, '11000': 73, '01100': 595, '10010': 578, '11111': 151, '11100': 60, '01010': 540, '10100': 544, '10110': 564, '01110': 563, '00011': 55}",-0.857,butterfly,1002.0,-3.857,no,NELDER_MEAD,3.0,[0 1 0 1 0],4.0,76.66209411621094
9,[0.61918432 0.33143773 0.27022534 3.20037566 4.66428347 4.15622393],qasm_simulator,"{'01000': 91, '00100': 402, '01101': 493, '10011': 515, '11011': 411, '10000': 83, '00110': 451, '00101': 466, '01111': 82, '00111': 138, '11101': 83, '11000': 147, '01100': 473, '11111': 47, '00001': 94, '10110': 496, '10111': 93, '10101': 498, '01011': 494, '10001': 489, '00010': 89, '11010': 458, '00000': 47, '01001': 499, '11110': 87, '11001': 470, '10010': 529, '11100': 135, '01010': 506, '10100': 470, '01110': 517, '00011': 147}",-0.726,butterfly,1000.0,-3.726,no,NELDER_MEAD,3.0,[1 0 1 1 0],4.0,77.80535292625427
